target,related,unrelated,relation,context
air,cool,guest,forward phrasal associate,[CLS] the [MASK] had to be turned on . [SEP]
air,fan,listen,instrument,[CLS] david was the best [MASK] hockey player in town . [SEP]
air,cool,guest,forward phrasal associate,[CLS] david was the best [MASK] hockey player in town . [SEP]
air,fan,listen,instrument,"[CLS] as he threw his cap in the [MASK] , he smiled . [SEP]"
air,cool,guest,forward phrasal associate,"[CLS] as he threw his cap in the [MASK] , he smiled . [SEP]"
air,fan,listen,instrument,[CLS] the library has been a good source because they have [MASK] conditioning . [SEP]
air,cool,guest,forward phrasal associate,[CLS] the library has been a good source because they have [MASK] conditioning . [SEP]
air,fan,listen,instrument,[CLS] she let in a huge gust of very cold [MASK] ! [SEP]
air,cool,guest,forward phrasal associate,[CLS] she let in a huge gust of very cold [MASK] ! [SEP]
air,fan,listen,instrument,[CLS] my grandpa was an [MASK] traffic controller before he retired . [SEP]
air,cool,guest,forward phrasal associate,[CLS] my grandpa was an [MASK] traffic controller before he retired . [SEP]
airplane,flying,essay,functional property,[CLS] the [MASK] went far and the boy chased after . [SEP]
airplane,fly,bedroom,functional property,[CLS] the [MASK] went far and the boy chased after . [SEP]
airplane,flying,essay,functional property,[CLS] he traveled by [MASK] . [SEP]
airplane,fly,bedroom,functional property,[CLS] he traveled by [MASK] . [SEP]
airplane,flying,essay,functional property,[CLS] today i rode on an [MASK] . [SEP]
airplane,fly,bedroom,functional property,[CLS] today i rode on an [MASK] . [SEP]
airplane,flying,essay,functional property,[CLS] sam was an [MASK] pilot . [SEP]
airplane,fly,bedroom,functional property,[CLS] sam was an [MASK] pilot . [SEP]
airplane,flying,essay,functional property,[CLS] but randy was jumping out an [MASK] with a parachute . [SEP]
airplane,fly,bedroom,functional property,[CLS] but randy was jumping out an [MASK] with a parachute . [SEP]
airplane,flying,essay,functional property,[CLS] francine has never been on an [MASK] before . [SEP]
airplane,fly,bedroom,functional property,[CLS] francine has never been on an [MASK] before . [SEP]
airplane,flying,essay,functional property,[CLS] she saved her money and got on an [MASK] . [SEP]
airplane,fly,bedroom,functional property,[CLS] she saved her money and got on an [MASK] . [SEP]
airplane,flying,essay,functional property,[CLS] marcus was sitting on an [MASK] calmly . [SEP]
airplane,fly,bedroom,functional property,[CLS] marcus was sitting on an [MASK] calmly . [SEP]
airplane,flying,essay,functional property,[CLS] the first time i got on an [MASK] i was so scared . [SEP]
airplane,fly,bedroom,functional property,[CLS] the first time i got on an [MASK] i was so scared . [SEP]
airplane,flying,essay,functional property,[CLS] phyllis was afraid of flying on an [MASK] . [SEP]
airplane,fly,bedroom,functional property,[CLS] phyllis was afraid of flying on an [MASK] . [SEP]
alcohol,drunk,pepperoni,unclassified,[CLS] so he decided to try some [MASK] . [SEP]
alcohol,bartender,once,script,[CLS] so he decided to try some [MASK] . [SEP]
alcohol,drunk,pepperoni,unclassified,[CLS] mike decided to stop drinking [MASK] from then on . [SEP]
alcohol,bartender,once,script,[CLS] mike decided to stop drinking [MASK] from then on . [SEP]
alcohol,drunk,pepperoni,unclassified,[CLS] tim had a problem with [MASK] . [SEP]
alcohol,bartender,once,script,[CLS] tim had a problem with [MASK] . [SEP]
alcohol,drunk,pepperoni,unclassified,[CLS] before i went to the labor union i had to get health and [MASK] cards . [SEP]
alcohol,bartender,once,script,[CLS] before i went to the labor union i had to get health and [MASK] cards . [SEP]
alcohol,drunk,pepperoni,unclassified,[CLS] he imbibed [MASK] until an idea presented itself . [SEP]
alcohol,bartender,once,script,[CLS] he imbibed [MASK] until an idea presented itself . [SEP]
alcohol,drunk,pepperoni,unclassified,[CLS] she could n't stomach [MASK] and so got drunk easily . [SEP]
alcohol,bartender,once,script,[CLS] she could n't stomach [MASK] and so got drunk easily . [SEP]
alcohol,drunk,pepperoni,unclassified,"[CLS] he did find , though , that [MASK] worked better , anyway . [SEP]"
alcohol,bartender,once,script,"[CLS] he did find , though , that [MASK] worked better , anyway . [SEP]"
alcohol,drunk,pepperoni,unclassified,[CLS] she had gotten [MASK] poisoning from too much liquor . [SEP]
alcohol,bartender,once,script,[CLS] she had gotten [MASK] poisoning from too much liquor . [SEP]
alcohol,drunk,pepperoni,unclassified,[CLS] the driver got out and wreaked of [MASK] . [SEP]
alcohol,bartender,once,script,[CLS] the driver got out and wreaked of [MASK] . [SEP]
alcohol,drunk,pepperoni,unclassified,[CLS] she flinched when she found an [MASK] bottle under her bed . [SEP]
alcohol,bartender,once,script,[CLS] she flinched when she found an [MASK] bottle under her bed . [SEP]
alive,dead,cuss,antonym,[CLS] it was [MASK] and it moved through the glass . [SEP]
alive,disbelief,wife,unclassified,[CLS] it was [MASK] and it moved through the glass . [SEP]
alive,dead,cuss,antonym,[CLS] when the squid arrived it was still [MASK] . [SEP]
alive,disbelief,wife,unclassified,[CLS] when the squid arrived it was still [MASK] . [SEP]
alive,dead,cuss,antonym,[CLS] i felt [MASK] and in touch with nature . [SEP]
alive,disbelief,wife,unclassified,[CLS] i felt [MASK] and in touch with nature . [SEP]
alive,dead,cuss,antonym,[CLS] she thought a fish would be an easy pet to keep [MASK] . [SEP]
alive,disbelief,wife,unclassified,[CLS] she thought a fish would be an easy pet to keep [MASK] . [SEP]
alive,dead,cuss,antonym,[CLS] the people became angry and burned her [MASK] for it . [SEP]
alive,disbelief,wife,unclassified,[CLS] the people became angry and burned her [MASK] for it . [SEP]
alive,dead,cuss,antonym,[CLS] i am so glad i read herb kent kool gent book while he was still [MASK] . [SEP]
alive,disbelief,wife,unclassified,[CLS] i am so glad i read herb kent kool gent book while he was still [MASK] . [SEP]
alive,dead,cuss,antonym,[CLS] she felt so lucky and grateful to be [MASK] ! [SEP]
alive,disbelief,wife,unclassified,[CLS] she felt so lucky and grateful to be [MASK] ! [SEP]
alive,dead,cuss,antonym,[CLS] jim feels very lucky to be [MASK] . [SEP]
alive,disbelief,wife,unclassified,[CLS] jim feels very lucky to be [MASK] . [SEP]
alive,dead,cuss,antonym,[CLS] but then she realized she was lucky to be [MASK] . [SEP]
alive,disbelief,wife,unclassified,[CLS] but then she realized she was lucky to be [MASK] . [SEP]
alive,dead,cuss,antonym,"[CLS] upon landing , joe was grateful to still be [MASK] ! [SEP]"
alive,disbelief,wife,unclassified,"[CLS] upon landing , joe was grateful to still be [MASK] ! [SEP]"
all,most,amaze,unclassified,[CLS] he even made a movie [MASK] about airplanes . [SEP]
all,total,ape,synonym,[CLS] he even made a movie [MASK] about airplanes . [SEP]
all,most,amaze,unclassified,[CLS] so chewing gum can help with your concentration after [MASK] . [SEP]
all,total,ape,synonym,[CLS] so chewing gum can help with your concentration after [MASK] . [SEP]
all,most,amaze,unclassified,[CLS] the girls were [MASK] playing during recess . [SEP]
all,total,ape,synonym,[CLS] the girls were [MASK] playing during recess . [SEP]
all,most,amaze,unclassified,[CLS] she attended [MASK] of the real estate classes . [SEP]
all,total,ape,synonym,[CLS] she attended [MASK] of the real estate classes . [SEP]
all,most,amaze,unclassified,[CLS] over [MASK] she was happy to be in pretty good shape . [SEP]
all,total,ape,synonym,[CLS] over [MASK] she was happy to be in pretty good shape . [SEP]
all,most,amaze,unclassified,[CLS] [MASK] of his friends wanted them . [SEP]
all,total,ape,synonym,[CLS] [MASK] of his friends wanted them . [SEP]
all,most,amaze,unclassified,[CLS] he stayed up [MASK] night until it passed . [SEP]
all,total,ape,synonym,[CLS] he stayed up [MASK] night until it passed . [SEP]
all,most,amaze,unclassified,[CLS] [MASK] his friends at school told joey they loved his new hair . [SEP]
all,total,ape,synonym,[CLS] [MASK] his friends at school told joey they loved his new hair . [SEP]
all,most,amaze,unclassified,[CLS] he spent [MASK] his time on the farm riding horses . [SEP]
all,total,ape,synonym,[CLS] he spent [MASK] his time on the farm riding horses . [SEP]
all,most,amaze,unclassified,[CLS] instead he laid around [MASK] day . [SEP]
all,total,ape,synonym,[CLS] instead he laid around [MASK] day . [SEP]
allow,disallow,army,antonym,[CLS] my health demanded i delegate stressful tasks and [MASK] play time . [SEP]
allow,grant,candy,synonym,[CLS] my health demanded i delegate stressful tasks and [MASK] play time . [SEP]
allow,disallow,army,antonym,[CLS] unfortunately it was too late and the store did n't [MASK] it . [SEP]
allow,grant,candy,synonym,[CLS] unfortunately it was too late and the store did n't [MASK] it . [SEP]
allow,disallow,army,antonym,[CLS] she begged her parents to [MASK] it . [SEP]
allow,grant,candy,synonym,[CLS] she begged her parents to [MASK] it . [SEP]
allow,disallow,army,antonym,[CLS] jimbo is pleased his boss does not [MASK] smoking . [SEP]
allow,grant,candy,synonym,[CLS] jimbo is pleased his boss does not [MASK] smoking . [SEP]
allow,disallow,army,antonym,[CLS] ethel could n't [MASK] him to go more than an hour without calling . [SEP]
allow,grant,candy,synonym,[CLS] ethel could n't [MASK] him to go more than an hour without calling . [SEP]
allow,disallow,army,antonym,[CLS] it was setup to [MASK] him to use his mouse to sign . [SEP]
allow,grant,candy,synonym,[CLS] it was setup to [MASK] him to use his mouse to sign . [SEP]
allow,disallow,army,antonym,[CLS] he did n't [MASK] mary to borrow his card again until she pays him back . [SEP]
allow,grant,candy,synonym,[CLS] he did n't [MASK] mary to borrow his card again until she pays him back . [SEP]
allow,disallow,army,antonym,[CLS] she would not [MASK] her to have the greasy donut . [SEP]
allow,grant,candy,synonym,[CLS] she would not [MASK] her to have the greasy donut . [SEP]
allow,disallow,army,antonym,[CLS] they did n't [MASK] their kids to go anywhere . [SEP]
allow,grant,candy,synonym,[CLS] they did n't [MASK] their kids to go anywhere . [SEP]
allow,disallow,army,antonym,[CLS] kenneth decided never to [MASK] another argument last so long . [SEP]
allow,grant,candy,synonym,[CLS] kenneth decided never to [MASK] another argument last so long . [SEP]
alone,lonely,middle,synonym,[CLS] it began to feel rather [MASK] . [SEP]
alone,apart,super,unclassified,[CLS] it began to feel rather [MASK] . [SEP]
alone,lonely,middle,synonym,[CLS] alma was home [MASK] . [SEP]
alone,apart,super,unclassified,[CLS] alma was home [MASK] . [SEP]
alone,lonely,middle,synonym,[CLS] she decided to get a pet to make her feel less [MASK] . [SEP]
alone,apart,super,unclassified,[CLS] she decided to get a pet to make her feel less [MASK] . [SEP]
alone,lonely,middle,synonym,[CLS] sara was mad that her friend left her [MASK] at the pool . [SEP]
alone,apart,super,unclassified,[CLS] sara was mad that her friend left her [MASK] at the pool . [SEP]
alone,lonely,middle,synonym,[CLS] now i 'm sitting at home [MASK] while he 's in jail for battery . [SEP]
alone,apart,super,unclassified,[CLS] now i 'm sitting at home [MASK] while he 's in jail for battery . [SEP]
alone,lonely,middle,synonym,"[CLS] rhonda was suddenly afraid , all [MASK] with the ancient mummy . [SEP]"
alone,apart,super,unclassified,"[CLS] rhonda was suddenly afraid , all [MASK] with the ancient mummy . [SEP]"
alone,lonely,middle,synonym,[CLS] reen has a neighbor who lives [MASK] . [SEP]
alone,apart,super,unclassified,[CLS] reen has a neighbor who lives [MASK] . [SEP]
alone,lonely,middle,synonym,[CLS] bob was left home [MASK] by his parents . [SEP]
alone,apart,super,unclassified,[CLS] bob was left home [MASK] by his parents . [SEP]
alone,lonely,middle,synonym,[CLS] she was nervous about walking [MASK] between norms at night . [SEP]
alone,apart,super,unclassified,[CLS] she was nervous about walking [MASK] between norms at night . [SEP]
alone,lonely,middle,synonym,[CLS] nic did n't like to be in a crowd [MASK] and started panicking . [SEP]
alone,apart,super,unclassified,[CLS] nic did n't like to be in a crowd [MASK] and started panicking . [SEP]
alright,okay,hopeless,synonym,[CLS] she then realized it would be [MASK] . [SEP]
alright,mediocre,hinge,synonym,[CLS] she then realized it would be [MASK] . [SEP]
alright,okay,hopeless,synonym,[CLS] sam managed to gain back control and everyone was [MASK] . [SEP]
alright,mediocre,hinge,synonym,[CLS] sam managed to gain back control and everyone was [MASK] . [SEP]
alright,okay,hopeless,synonym,[CLS] he thought they were doing [MASK] . [SEP]
alright,mediocre,hinge,synonym,[CLS] he thought they were doing [MASK] . [SEP]
alright,okay,hopeless,synonym,[CLS] the camp supervisor started getting calls asking if they were [MASK] . [SEP]
alright,mediocre,hinge,synonym,[CLS] the camp supervisor started getting calls asking if they were [MASK] . [SEP]
alright,okay,hopeless,synonym,[CLS] she got help and everything was [MASK] . [SEP]
alright,mediocre,hinge,synonym,[CLS] she got help and everything was [MASK] . [SEP]
alright,okay,hopeless,synonym,"[CLS] with that in place , he did [MASK] . [SEP]"
alright,mediocre,hinge,synonym,"[CLS] with that in place , he did [MASK] . [SEP]"
alright,okay,hopeless,synonym,[CLS] the professor noticed her and asked if everything was [MASK] . [SEP]
alright,mediocre,hinge,synonym,[CLS] the professor noticed her and asked if everything was [MASK] . [SEP]
alright,okay,hopeless,synonym,[CLS] the dinner was going [MASK] but we were worried about it . [SEP]
alright,mediocre,hinge,synonym,[CLS] the dinner was going [MASK] but we were worried about it . [SEP]
alright,okay,hopeless,synonym,"[CLS] as soon as i asked him if everything is [MASK] , he ran . [SEP]"
