target,prime,unrelated,association,context_word,delta_nt_200ms,delta_nt_1200ms,relation,delta_ldt_200ms,delta_ldt_1200ms
bag,sack,chaos,first,similar,-52.37320574,-34.02352941,synonym,-68.1114369501466,9.42130987292285
bag,sack,chaos,first,associated,-52.37320574,-34.02352941,synonym,-68.1114369501466,9.42130987292285
bake,broil,station,first,related,-118.325784,-16.997151,category,-67.25,-178.806451612903
bake,broil,station,first,similar,-118.325784,-16.997151,category,-67.25,-178.806451612903
bake,broil,station,first,associated,-118.325784,-16.997151,category,-67.25,-178.806451612903
ball,bowling,surroundings,first,related,-51.98039216,44.54248366,fpa,49.0625,-49.3181818181819
ball,bowling,surroundings,first,similar,-51.98039216,44.54248366,fpa,49.0625,-49.3181818181819
ball,bowling,surroundings,first,associated,-51.98039216,44.54248366,fpa,49.0625,-49.3181818181819
ballet,tutu,relative,first,related,-13.08571429,-110.1481481,perceptual property,17.3125,-230.292279411765
ballet,tutu,relative,first,similar,-13.08571429,-110.1481481,perceptual property,17.3125,-230.292279411765
ballet,tutu,relative,first,associated,-13.08571429,-110.1481481,perceptual property,17.3125,-230.292279411765
balloon,helium,defend,first,related,-76.40833333,59.73809524,fpa,-49.9032258064517,-53.46875
balloon,helium,defend,first,similar,-76.40833333,59.73809524,fpa,-49.9032258064517,-53.46875
balloon,helium,defend,first,associated,-76.40833333,59.73809524,fpa,-49.9032258064517,-53.46875
band,rubber,shears,first,related,-54.28421053,-11.08571429,fpa,37.1935483870967,-113.71875
band,rubber,shears,first,similar,-54.28421053,-11.08571429,fpa,37.1935483870967,-113.71875
band,rubber,shears,first,associated,-54.28421053,-11.08571429,fpa,37.1935483870967,-113.71875
bank,teller,women,first,related,-27.13988095,-22.1722488,bpa,-46.7046370967742,-83.5836693548387
bank,teller,women,first,similar,-27.13988095,-22.1722488,bpa,-46.7046370967742,-83.5836693548387
bank,teller,women,first,associated,-27.13988095,-22.1722488,bpa,-46.7046370967742,-83.5836693548387
bar,saloon,swiss,first,related,2.769230769,-37.18518519,synonym,-80.3961693548387,53
bar,saloon,swiss,first,similar,2.769230769,-37.18518519,synonym,-80.3961693548387,53
bar,saloon,swiss,first,associated,2.769230769,-37.18518519,synonym,-80.3961693548387,53
bargain,sale,cobweb,first,related,-45.56535948,-19.43125,synonym,-89.5,133.657258064516
bargain,sale,cobweb,first,similar,-45.56535948,-19.43125,synonym,-89.5,133.657258064516
bargain,sale,cobweb,first,associated,-45.56535948,-19.43125,synonym,-89.5,133.657258064516
base,foundation,volcano,first,related,-35.94736842,3.007575758,synonym,-33.8679435483871,-165.5
base,foundation,volcano,first,similar,-35.94736842,3.007575758,synonym,-33.8679435483871,-165.5
base,foundation,volcano,first,associated,-35.94736842,3.007575758,synonym,-33.8679435483871,-165.5
baseball,catcher,burglary,first,related,-31.81538462,-62.75407407,script,-51.1653225806451,-1.38235294117646
baseball,catcher,burglary,first,similar,-31.81538462,-62.75407407,script,-51.1653225806451,-1.38235294117646
baseball,catcher,burglary,first,associated,-31.81538462,-62.75407407,script,-51.1653225806451,-1.38235294117646
basic,instinct,remain,first,related,-36.78976744,-48.00307692,bpa,23.84375,-81.53125
basic,instinct,remain,first,similar,-36.78976744,-48.00307692,bpa,23.84375,-81.53125
basic,instinct,remain,first,associated,-36.78976744,-48.00307692,bpa,23.84375,-81.53125
basket,wicker,tarzan,first,related,-59.29473684,-126.7142857,fpa,-69.40625,103.550537634409
basket,wicker,tarzan,first,similar,-59.29473684,-126.7142857,fpa,-69.40625,103.550537634409
basket,wicker,tarzan,first,associated,-59.29473684,-126.7142857,fpa,-69.40625,103.550537634409
basketball,dunk,tuesday,first,related,104.8873016,24.96117647,unclassifed,-34.1515151515151,-146.451612903226
basketball,dunk,tuesday,first,similar,104.8873016,24.96117647,unclassifed,-34.1515151515151,-146.451612903226
basketball,dunk,tuesday,first,associated,104.8873016,24.96117647,unclassifed,-34.1515151515151,-146.451612903226
bass,treble,cards,first,related,-31.13810742,38.20512821,antonym,-3.75,-177.225806451613
bass,treble,cards,first,similar,-31.13810742,38.20512821,antonym,-3.75,-177.225806451613
bass,treble,cards,first,associated,-31.13810742,38.20512821,antonym,-3.75,-177.225806451613
bat,ball,contract,first,related,63.70252101,24.34375,instrument,43.28125,-59.4193548387096
bat,ball,contract,first,similar,63.70252101,24.34375,instrument,43.28125,-59.4193548387096
bat,ball,contract,first,associated,63.70252101,24.34375,instrument,43.28125,-59.4193548387096
bath,robe,least,first,related,-48.86904762,35.84259259,bpa,-5.93939393939399,51.625
bath,robe,least,first,similar,-48.86904762,35.84259259,bpa,-5.93939393939399,51.625
bath,robe,least,first,associated,-48.86904762,35.84259259,bpa,-5.93939393939399,51.625
bathroom,toilet,liberty,first,related,-68.61666667,30.38888889,script,-158,-80.15625
bathroom,toilet,liberty,first,similar,-68.61666667,30.38888889,script,-158,-80.15625
bathroom,toilet,liberty,first,associated,-68.61666667,30.38888889,script,-158,-80.15625
beach,coast,meeting,first,related,-119.8730769,-0.2678062678,category,175.75,-89.3191287878788
beach,coast,meeting,first,similar,-119.8730769,-0.2678062678,category,175.75,-89.3191287878788
beach,coast,meeting,first,associated,-119.8730769,-0.2678062678,category,175.75,-89.3191287878788
beam,laser,able,first,related,12.67734554,-147.2463768,fpa,45.2227822580645,-101.916330645161
beam,laser,able,first,similar,12.67734554,-147.2463768,fpa,45.2227822580645,-101.916330645161
beam,laser,able,first,associated,12.67734554,-147.2463768,fpa,45.2227822580645,-101.916330645161
bean,kidney,everyday,first,related,29.34210526,-35.42339545,fpa,-191.687194525904,-6.74715909090912
bean,kidney,everyday,first,similar,29.34210526,-35.42339545,fpa,-191.687194525904,-6.74715909090912
bean,kidney,everyday,first,associated,29.34210526,-35.42339545,fpa,-191.687194525904,-6.74715909090912
bear,cub,primate,first,related,19.1744186,-35.22823529,bpa,138.96875,-84.2531769305963
bear,cub,primate,first,similar,19.1744186,-35.22823529,bpa,138.96875,-84.2531769305963
bear,cub,primate,first,associated,19.1744186,-35.22823529,bpa,138.96875,-84.2531769305963
beard,mustache,dinner,first,related,-69.59935897,22.20238095,category,-154.918560606061,-108.967741935484
beard,mustache,dinner,first,similar,-69.59935897,22.20238095,category,-154.918560606061,-108.967741935484
beard,mustache,dinner,first,associated,-69.59935897,22.20238095,category,-154.918560606061,-108.967741935484
beast,beauty,sock,first,related,-47.32088285,3.507713885,antonym,-35.4193548387096,-88.96875
beast,beauty,sock,first,similar,-47.32088285,3.507713885,antonym,-35.4193548387096,-88.96875
beast,beauty,sock,first,associated,-47.32088285,3.507713885,antonym,-35.4193548387096,-88.96875
beat,rhythm,curve,first,related,62.17727273,19.48217636,synonym,-87.3760080645161,39.46875
beat,rhythm,curve,first,similar,62.17727273,19.48217636,synonym,-87.3760080645161,39.46875
beat,rhythm,curve,first,associated,62.17727273,19.48217636,synonym,-87.3760080645161,39.46875
beautiful,gorgeous,sneaky,first,related,66.64685908,32.98461538,synonym,-112.27178030303,-94.5
beautiful,gorgeous,sneaky,first,similar,66.64685908,32.98461538,synonym,-112.27178030303,-94.5
beautiful,gorgeous,sneaky,first,associated,66.64685908,32.98461538,synonym,-112.27178030303,-94.5
bed,loft,candidate,first,related,5.343434343,-33.73901099,unclassified,66.5,-63.1155303030303
bed,loft,candidate,first,similar,5.343434343,-33.73901099,unclassified,66.5,-63.1155303030303
bed,loft,candidate,first,associated,5.343434343,-33.73901099,unclassified,66.5,-63.1155303030303
bedroom,room,far,first,related,-57.19480519,-23.12362637,supraordinate,-83.3977272727273,30.0836693548387
bedroom,room,far,first,similar,-57.19480519,-23.12362637,supraordinate,-83.3977272727273,30.0836693548387
bedroom,room,far,first,associated,-57.19480519,-23.12362637,supraordinate,-83.3977272727273,30.0836693548387
bee,hive,competition,first,related,-6.379598662,-27.34615385,bpa,-77.6770833333334,-19.0846774193549
bee,hive,competition,first,similar,-6.379598662,-27.34615385,bpa,-77.6770833333334,-19.0846774193549
bee,hive,competition,first,associated,-6.379598662,-27.34615385,bpa,-77.6770833333334,-19.0846774193549
beef,roast,glide,first,related,-4.076923077,-33.60121457,fpa,67.4506048387096,-105.798387096774
beef,roast,glide,first,similar,-4.076923077,-33.60121457,fpa,67.4506048387096,-105.798387096774
beef,roast,glide,first,associated,-4.076923077,-33.60121457,fpa,67.4506048387096,-105.798387096774
beer,mug,system,first,related,-32.7,-52.56410256,instrument,47.2737047898338,-32.6420454545455
beer,mug,system,first,similar,-32.7,-52.56410256,instrument,47.2737047898338,-32.6420454545455
beer,mug,system,first,associated,-32.7,-52.56410256,instrument,47.2737047898338,-32.6420454545455
before,after,tune,first,related,-134.9125,60.9908046,antonym,-96.4375,171.96875
before,after,tune,first,similar,-134.9125,60.9908046,antonym,-96.4375,171.96875
before,after,tune,first,associated,-134.9125,60.9908046,antonym,-96.4375,171.96875
beg,plead,dish,first,related,68.97237077,1.700772201,synonym,44.1209677419355,-26.3400735294117
beg,plead,dish,first,similar,68.97237077,1.700772201,synonym,44.1209677419355,-26.3400735294117
beg,plead,dish,first,associated,68.97237077,1.700772201,synonym,44.1209677419355,-26.3400735294117
begin,originate,vivid,first,related,65.5,-59.84888889,synonym,-171.420362903226,103.60625
begin,originate,vivid,first,similar,65.5,-59.84888889,synonym,-171.420362903226,103.60625
begin,originate,vivid,first,associated,65.5,-59.84888889,synonym,-171.420362903226,103.60625
beginner,novice,convent,first,related,-1.404761905,-39.43461538,synonym,1.60606060606062,-123.677419354839
beginner,novice,convent,first,similar,-1.404761905,-39.43461538,synonym,1.60606060606062,-123.677419354839
beginner,novice,convent,first,associated,-1.404761905,-39.43461538,synonym,1.60606060606062,-123.677419354839
beginning,ending,east,first,related,-61.24089069,49.92832168,antonym,-103.088709677419,10.6028225806451
beginning,ending,east,first,similar,-61.24089069,49.92832168,antonym,-103.088709677419,10.6028225806451
beginning,ending,east,first,associated,-61.24089069,49.92832168,antonym,-103.088709677419,10.6028225806451
behind,ahead,safari,first,related,-65.1,-20.67777778,antonym,10.4346590909091,-136.322580645161
behind,ahead,safari,first,similar,-65.1,-20.67777778,antonym,10.4346590909091,-136.322580645161
behind,ahead,safari,first,associated,-65.1,-20.67777778,antonym,10.4346590909091,-136.322580645161
being,human,twilight,first,related,-97.15,32.89254386,fpa,22.8866080156403,20.6532258064516
being,human,twilight,first,similar,-97.15,32.89254386,fpa,22.8866080156403,20.6532258064516
being,human,twilight,first,associated,-97.15,32.89254386,fpa,22.8866080156403,20.6532258064516
belief,superstition,rigid,first,related,-141.173913,-5.837777778,unclassifed,114.4375,65.25
belief,superstition,rigid,first,similar,-141.173913,-5.837777778,unclassifed,114.4375,65.25
belief,superstition,rigid,first,associated,-141.173913,-5.837777778,unclassifed,114.4375,65.25
believe,disbelieve,vacancy,first,related,39.04545455,25.99615385,antonym,27.1723790322581,-66.0830889540567
believe,disbelieve,vacancy,first,similar,39.04545455,25.99615385,antonym,27.1723790322581,-66.0830889540567
believe,disbelieve,vacancy,first,associated,39.04545455,25.99615385,antonym,27.1723790322581,-66.0830889540567
bell,chime,heading,first,related,-21.79700855,11.88304094,perceptual property,-99.6875,123.329166666667
bell,chime,heading,first,similar,-21.79700855,11.88304094,perceptual property,-99.6875,123.329166666667
bell,chime,heading,first,associated,-21.79700855,11.88304094,perceptual property,-99.6875,123.329166666667
below,above,ticket,first,related,-68.36742424,21.615,antonym,-26.90625,-222.03125
below,above,ticket,first,similar,-68.36742424,21.615,antonym,-26.90625,-222.03125
below,above,ticket,first,associated,-68.36742424,21.615,antonym,-26.90625,-222.03125
belt,sash,dairy,first,related,7.333101045,6.549450549,category,-4.60606060606051,-31.84375
belt,sash,dairy,first,similar,7.333101045,6.549450549,category,-4.60606060606051,-31.84375
belt,sash,dairy,first,associated,7.333101045,6.549450549,category,-4.60606060606051,-31.84375
bend,flexible,topping,first,related,-33.4077381,-1.224532225,unclassifed,122.862903225806,57.0958333333333
bend,flexible,topping,first,similar,-33.4077381,-1.224532225,unclassifed,122.862903225806,57.0958333333333
bend,flexible,topping,first,associated,-33.4077381,-1.224532225,unclassifed,122.862903225806,57.0958333333333
best,favorite,caption,first,related,147.7857143,52.88950715,unclassifed,12.3939393939394,10.40625
best,favorite,caption,first,similar,147.7857143,52.88950715,unclassifed,12.3939393939394,10.40625
best,favorite,caption,first,associated,147.7857143,52.88950715,unclassifed,12.3939393939394,10.40625
better,worse,cricket,first,related,30.76190476,-45.28947368,antonym,-32.1522177419355,-13.53125
better,worse,cricket,first,similar,30.76190476,-45.28947368,antonym,-32.1522177419355,-13.53125
better,worse,cricket,first,associated,30.76190476,-45.28947368,antonym,-32.1522177419355,-13.53125
bible,proverb,me,first,related,13.57777778,-13.97142857,unclassifed,-123.58064516129,-7.03125
bible,proverb,me,first,similar,13.57777778,-13.97142857,unclassifed,-123.58064516129,-7.03125
bible,proverb,me,first,associated,13.57777778,-13.97142857,unclassifed,-123.58064516129,-7.03125
bicycle,tricycle,runner,first,related,76.94,-13.23348694,category,-62.5229716520039,-20.4425403225806
bicycle,tricycle,runner,first,similar,76.94,-13.23348694,category,-62.5229716520039,-20.4425403225806
bicycle,tricycle,runner,first,associated,76.94,-13.23348694,category,-62.5229716520039,-20.4425403225806
big,huge,pasta,first,related,-57.69251337,-32.06085526,synonym,8.80645161290317,-82.28125
big,huge,pasta,first,similar,-57.69251337,-32.06085526,synonym,8.80645161290317,-82.28125
big,huge,pasta,first,associated,-57.69251337,-32.06085526,synonym,8.80645161290317,-82.28125
bike,pedal,rock,first,related,-6.58974359,4.103896104,perceptual property,-90.0493951612904,-6.73802541544467
bike,pedal,rock,first,similar,-6.58974359,4.103896104,perceptual property,-90.0493951612904,-6.73802541544467
bike,pedal,rock,first,associated,-6.58974359,4.103896104,perceptual property,-90.0493951612904,-6.73802541544467
billy,idol,swoon,first,related,-22.13804714,1.032608696,bpa,-71.1532258064516,123.65625
billy,idol,swoon,first,similar,-22.13804714,1.032608696,bpa,-71.1532258064516,123.65625
billy,idol,swoon,first,associated,-22.13804714,1.032608696,bpa,-71.1532258064516,123.65625
biology,science,fear,first,related,-68.5462963,36.94179894,supraordinate,-26.0205278592375,48.1476050830889
biology,science,fear,first,similar,-68.5462963,36.94179894,supraordinate,-26.0205278592375,48.1476050830889
biology,science,fear,first,associated,-68.5462963,36.94179894,supraordinate,-26.0205278592375,48.1476050830889
bird,wings,lid,first,related,-68.14375,35.3,perceptual property,-207.75,78.1290322580645
bird,wings,lid,first,similar,-68.14375,35.3,perceptual property,-207.75,78.1290322580645
bird,wings,lid,first,associated,-68.14375,35.3,perceptual property,-207.75,78.1290322580645
bit,drill,disagreement,first,related,57.32167832,65.23039216,fpa,-125.774193548387,-3.59824046920824
bit,drill,disagreement,first,similar,57.32167832,65.23039216,fpa,-125.774193548387,-3.59824046920824
bit,drill,disagreement,first,associated,57.32167832,65.23039216,fpa,-125.774193548387,-3.59824046920824
