isolated_context,constraint,category
[CLS] it was a letter to [MASK] in court for missing jury duty . [SEP],0.0769878887,1
[CLS] the researcher waited patiently for her supervisor to [MASK] . [SEP],0.1800350994,2
[CLS] they arrested him for failure to [MASK] . [SEP],0.2070487551,3
[CLS] dan reprogrammed the on - board processor to make them [MASK] as nics . [SEP],0.3019756973,4
[CLS] she travelled to hollywood to [MASK] on the show . [SEP],0.4460710287,5
[CLS] she gets excited as little sprouts start to [MASK] . [SEP],0.5884851366,6
[CLS] the black dog did not [MASK] to have a home . [SEP],0.6246820092,7
"[CLS] he did n't want to [MASK] sad , and determined to be upbeat afterwards . [SEP]",0.7910658121,8
[CLS] she did n't [MASK] to be breathing . [SEP],0.8360760808,9
"[CLS] but he wanted to [MASK] brave , so he agreed to go and play . [SEP]",0.9429780841,10
[CLS] it 's now her favorite [MASK] dish ! [SEP],0.0736993495,1
[CLS] she turned me around and popped the [MASK] out of my throat . [SEP],0.1599844508,2
[CLS] my wife wanted to go [MASK] picking with her granddaughter in nyc . [SEP],0.2811631188,3
[CLS] jane 's mother made a very good [MASK] pie . [SEP],0.3493123204,4
[CLS] katrina was making [MASK] pie . [SEP],0.4068021,5
[CLS] the lady gave an [MASK] to her horse . [SEP],0.5245449245,6
[CLS] laurence grabbed an [MASK] from the refrigerator . [SEP],0.6999405,7
[CLS] i was eating an [MASK] when i began to choke . [SEP],0.7692263,8
[CLS] mary wanted to learn how to make an [MASK] pie . [SEP],0.8816429377,9
[CLS] jerry wanted to start an [MASK] orchard . [SEP],0.9366638362,10
"[CLS] in [MASK] , bob decided he need to do his taxes . [SEP]",0.055984674,1
[CLS] last summer my family went to a water park resort in [MASK] . [SEP],0.1294213198,2
[CLS] in the middle of [MASK] a town had a parade . [SEP],0.2572404,3
"[CLS] once [MASK] came , little flowers appeared all over the backyard . [SEP]",0.3567361,4
[CLS] mavis was mowing the yard one [MASK] day . [SEP],0.4654669,5
[CLS] haylee hates to do her taxes every year around [MASK] . [SEP],0.5422776,6
[CLS] our granddaughter anna turned two this [MASK] . [SEP],0.6692759,7
[CLS] stella had planted her very first garden on [MASK] first . [SEP],0.7555332,8
[CLS] andy decided to have fun for [MASK] fools day . [SEP],0.8588269055,9
[CLS] on [MASK] fool 's day i changed all 30 of my mom 's clocks ahead 1 hour . [SEP],0.9564453959,10
[CLS] will looked up the craigslist gig ads for his [MASK] . [SEP],0.0944654644,1
[CLS] unfortunately it was right through the judge 's [MASK] and he got caught . [SEP],0.1540637948,2
[CLS] john asked for help and learned the rooms were in the ladies ' [MASK] . [SEP],0.2331532612,3
[CLS] we left the [MASK] in 2013 . [SEP],0.3991737813,4
[CLS] she decided to help a charity in her local [MASK] pro bono . [SEP],0.4395887554,5
[CLS] she was ushered to the backstage [MASK] ! [SEP],0.5873354375,6
[CLS] my two - year - old son wanted to play in the big kid [MASK] . [SEP],0.6433075368,7
[CLS] he took a tour to the downtown [MASK] . [SEP],0.7022668421,8
[CLS] her physical therapist assistant saw her sitting in the waiting [MASK] . [SEP],0.8431160152,9
"[CLS] when he served the ball , it landed in the out [MASK] . [SEP]",0.9917443097,10
[CLS] they tied and agreed to let the [MASK] go . [SEP],0.0274480199,1
[CLS] the judge did n't find nick 's [MASK] compelling . [SEP],0.1967471763,2
[CLS] kate knew another [MASK] was brewing . [SEP],0.2650972977,3
[CLS] the police had to come to break up the [MASK] . [SEP],0.3533637375,4
"[CLS] one day , her friends began a huge [MASK] with each other . [SEP]",0.41616690160000003,5
"[CLS] somehow , they ended up in an [MASK] . [SEP]",0.5003620982,6
[CLS] kate had an [MASK] with some girls in a club . [SEP],0.6970266998,7
[CLS] his response started an [MASK] that lasted for two hours . [SEP],0.7058855295,8
[CLS] her neighbors were having an [MASK] outside . [SEP],0.8751830161,9
[CLS] jeff got into an [MASK] with his basketball coach today . [SEP],0.9887945354,10
[CLS] she turned to tight and flipped it resulting in a broken [MASK] . [SEP],0.0383458613,1
[CLS] the ice cream kept dripping on her [MASK] . [SEP],0.1708580256,2
[CLS] she could not wait for her [MASK] to heal . [SEP],0.2083342373,3
[CLS] the baby 's [MASK] was out of socket . [SEP],0.3053651452,4
[CLS] jim decided to rest his [MASK] on the table . [SEP],0.4887836426,5
[CLS] bill fell off his bike and twisted his [MASK] . [SEP],0.5763128996,6
[CLS] he now has a broken [MASK] and ca n't sled again until it heals . [SEP],0.6911827624,7
[CLS] elbow destroy was a budding [MASK] wrestler . [SEP],0.7070077658,8
[CLS] rich developed a weird lesion on his lower [MASK] . [SEP],0.8020260036,9
"[CLS] i was the pitcher , and i had a good throwing [MASK] . [SEP]",0.9700091779,10
[CLS] ora wanted to gain strength in her [MASK] . [SEP],0.08364623,1
[CLS] then he saw the red rash on his [MASK] . [SEP],0.1615058929,2
"[CLS] however , major scars appeared on my [MASK] . [SEP]",0.2411905602,3
[CLS] i became more cozy as i moved my [MASK] around the heater . [SEP],0.3243636191,4
[CLS] he was shot several times and lost the use of his [MASK] . [SEP],0.4881380051,5
[CLS] he waved his [MASK] and told his aunt to stop . [SEP],0.5936450362,6
[CLS] eli waved his [MASK] and as it came towards him . [SEP],0.6777115762,7
[CLS] i could n't stop my legs and [MASK] from trembling . [SEP],0.7735402882,8
[CLS] others looked at tom oddly as he flailed his [MASK] . [SEP],0.8878436089,9
[CLS] she held sienna in her [MASK] to help her get back to sleep . [SEP],0.9885433912,10
[CLS] she wanted to help them see the benefits of the joining the [MASK] . [SEP],0.0671902392,1
[CLS] he 'd sit and tell his grandson stories of his [MASK] days . [SEP],0.1780118719,2
[CLS] jane wanted to surprise her husband who was coming home from the [MASK] . [SEP],0.2276264057,3
[CLS] he joined the [MASK] and had a great career . [SEP],0.3062689081,4
"[CLS] when he was sixteen , he forged his documents and joined the [MASK] . [SEP]",0.4842422754,5
"[CLS] in 1941 , the japanese [MASK] invaded . [SEP]",0.5320174545,6
[CLS] but my dad was in the [MASK] and we would move around a lot . [SEP],0.676979512,7
[CLS] colonel vlasic had spent 17 years in the soviet [MASK] . [SEP],0.731210649,8
[CLS] william and i were in the [MASK] security agency school together . [SEP],0.851905793,9
[CLS] june donated a big box of baby clothes to the salvation [MASK] . [SEP],0.9997261763,10
"[CLS] i stopped to pick it up , but wondered if there might be more [MASK] . [SEP]",0.0936411358,1
[CLS] she rushed [MASK] to get to the basement . [SEP],0.1761601567,2
"[CLS] since the ringer was on vibrate , it was moving [MASK] . [SEP]",0.280502528,3
[CLS] he was nervous being [MASK] heavy machinery . [SEP],0.3320262581,4
[CLS] jake rode his rake [MASK] the yard like it was a horse . [SEP],0.4409957677,5
[CLS] but as soon as she got home they all milled [MASK] . [SEP],0.5254375935,6
[CLS] he moved things [MASK] . [SEP],0.6352959275,7
[CLS] bob made a fence [MASK] his garden to protect it from rabbits . [SEP],0.758381784,8
[CLS] she would get nervous whenever she was [MASK] a lot of people . [SEP],0.8105150163,9
[CLS] we saw many police and first response vehicles all [MASK] town . [SEP],0.9263838232,10
[CLS] kelly got a bullseye with her [MASK] . [SEP],0.0892342627,1
[CLS] the instructor gave lina an [MASK] . [SEP],0.1320457645,2
[CLS] the [MASK] was launched and missed the target by a foot . [SEP],0.2107619159,3
[CLS] he shot the [MASK] in the air . [SEP],0.3273130506,4
[CLS] aaron landed an [MASK] dead center on a target . [SEP],0.449011445,5
[CLS] that hunter had come out with his bow and [MASK] to hunt for food . [SEP],0.52280958,6
[CLS] clint had a bow and [MASK] kit . [SEP],0.6366706491,7
[CLS] pam came home and found her kitten with an [MASK] through him . [SEP],0.7995303273,8
[CLS] i used a bow and [MASK] . [SEP],0.8413181901,9
[CLS] it appeared to be a string from a bow and [MASK] . [SEP],0.9272990227,10
[CLS] i wanted to win a cash prize for my [MASK] . [SEP],0.0541123059,1
[CLS] adrian wanted to go to [MASK] school . [SEP],0.1808760539,2
[CLS] she brought her [MASK] supplies with her . [SEP],0.2223902494,3
"[CLS] neil spent all his money too quickly , and never saw [MASK] again . [SEP]",0.3684843183,4
[CLS] she gave tony information on a local [MASK] contest . [SEP],0.4123520255,5
[CLS] [MASK] decided it was worth it to have such an amazing tv . [SEP],0.5298128724,6
[CLS] they visited the [MASK] gallery where they first met each other . [SEP],0.638878271,7
[CLS] a non profit organization had paid for the children to have [MASK] lesson . [SEP],0.7643742263,8
[CLS] and he hoped his paintings would be put it an [MASK] gallery too . [SEP],0.862538904,9
[CLS] there we saw many monuments and works of [MASK] . [SEP],0.9752525687,10
[CLS] an [MASK] came to a new town for business . [SEP],0.0593566988,1
[CLS] ava is a skilled [MASK] . [SEP],0.1057816967,2
[CLS] the nail [MASK] slips and cuts zoey 's foot very deeply . [SEP],0.2721427307,3
[CLS] hannah was an amazing [MASK] . [SEP],0.3285429627,4
[CLS] the real [MASK] came in and called that guy a fraud . [SEP],0.4836608469,5
[CLS] she looked up every [MASK] she wanted . [SEP],0.5566899627,6
[CLS] he went back to the tattoo [MASK] . [SEP],0.6812811792,7
[CLS] the [MASK] i went to see at the concert was bassnectar . [SEP],0.7114797831,8
"[CLS] she asked her friend , a makeup [MASK] , to do her makeup . [SEP]",0.8400868475,9
[CLS] now i have a great job as a clown face painter slash makeup [MASK] . [SEP],0.9306527376,10
"[CLS] eventually , he decided to call the radio station to [MASK] . [SEP]",0.0969788469,1
[CLS] last week they decided to [MASK] her . [SEP],0.1718568653,2
"[CLS] finally , he stood up , determined to [MASK] her out . [SEP]",0.2182668522,3
[CLS] she resolved to [MASK] for napkins next time ! [SEP],0.3118941635,4
[CLS] we decided to [MASK] a sales associate at a local store for directions . [SEP],0.4531388134,5
[CLS] i tried to [MASK] my brother to teach but still i ca n't . [SEP],0.5254524648,6
[CLS] he decide to [MASK] a stranger for help . [SEP],0.6569980383,7
"[CLS] later , he met with some townsfolk to [MASK] if he could be in the parade . [SEP]",0.7096171081,8
"[CLS] he wanted to [MASK] her to prom , but he was afraid . [SEP]",0.8272102773,9
[CLS] in the meeting there was a chance for people to [MASK] questions . [SEP],0.9573928416,10
"[CLS] one cold winter day , i saw her curled up with the cat , [MASK] . [SEP]",0.0371260704,1
"[CLS] finally , the kids are [MASK] and we can begin . [SEP]",0.1756770089,2
[CLS] gina was [MASK] in her room at 8 am . [SEP],0.2372937351,3
[CLS] rupert laughed as he fell [MASK] . [SEP],0.3218922094,4
[CLS] he could n't fall [MASK] . [SEP],0.4623208717,5
[CLS] tom was too afraid to fall back [MASK] . [SEP],0.529185608,6
[CLS] while his friends went swimming joseph fell [MASK] in the sun . [SEP],0.6078990698,7
[CLS] i nearly fell [MASK] . [SEP],0.742167592,8
"[CLS] when he is working on his reports , he sometimes falls [MASK] . [SEP]",0.8548448384,9
[CLS] jessica found her husband had fallen [MASK] on the couch . [SEP],0.9329714775,10
[CLS] the [MASK] let him watch tv while it happened . [SEP],0.0791286733,1
[CLS] i love having an [MASK] . [SEP],0.183220692,2
[CLS] she was so excited to start working as a professional tax [MASK] . [SEP],0.2645889372,3
[CLS] the coach hired a new [MASK] . [SEP],0.3312760741,4
[CLS] before long pete got promoted to [MASK] manager . [SEP],0.4369995147,5
[CLS] he ran into his [MASK] principal in the snack aisle . [SEP],0.5198091418,6
[CLS] the [MASK] did x - rays on all of her teeth . [SEP],0.6440169215,7
[CLS] he caught sight of an [MASK] who looked just like the lead actress . [SEP],0.7890866101,8
[CLS] three years ago i auditioned for [MASK] concertmaster of kcs . [SEP],0.855004251,9
[CLS] angie was working as an [MASK] to the music director at a church . [SEP],0.9733687043,10
[CLS] the hornet was chosen for the [MASK] . [SEP],0.0334906904,1
[CLS] the mosquitoes still managed to [MASK] her . [SEP],0.1371423602,2
[CLS] he had a small heart [MASK] from caffeine . [SEP],0.2589456514,3
[CLS] he was suffering from an allergy [MASK] . [SEP],0.3232451677,4
[CLS] the story was that the campground was haunted by bear [MASK] victims . [SEP],0.4364754558,5
[CLS] his kingdom was under [MASK] by a mean corrupt nation . [SEP],0.5702072829,6
[CLS] the other ship surrendered under the intense [MASK] . [SEP],0.6337718666,7
[CLS] on december 7th japan launched a surprise [MASK] . [SEP],0.7554992139,8
[CLS] they read that he is planning an [MASK] on innocent people . [SEP],0.8974400163,9
[CLS] she kept gaining weight and died of a heart [MASK] . [SEP],0.9943289757,10
[CLS] her first [MASK] was an unmitigated disaster ! [SEP],0.0773742367,1
"[CLS] despite it being his first [MASK] , jamie came 3rd out of 25 . [SEP]",0.1971163377,2
[CLS] this was his last [MASK] as he paddled with the wave . [SEP],0.205915425,3
[CLS] she became desperate and hung herself in a last [MASK] for affection . [SEP],0.3340113163,4
[CLS] the girl was unimpressed by jake 's [MASK] to impress her . [SEP],0.441539824,5
[CLS] her mentor decided she was ready to [MASK] a hysterectomy . [SEP],0.5097034127,6
[CLS] more time was added to tito 's sentence for the escape [MASK] . [SEP],0.632035017,7
[CLS] tili 's escape [MASK] was stopped and punished . [SEP],0.7614534795,8
"[CLS] there on the ground , i decided that i would n't [MASK] this again . [SEP]",0.8635397255,9
[CLS] stanfa was wounded but the [MASK] on his life was unsuccessful . [SEP],0.9928866327,10
[CLS] he waved his arms and told his [MASK] to stop . [SEP],0.0965374894,1
[CLS] [MASK] maude had an argument with vladimir lenin . [SEP],0.119319614,2
[CLS] we did this several times in a row until we were scolded by my [MASK] . [SEP],0.258248359,3
"[CLS] it was close to my birthday , so my [MASK] took me to the casino . [SEP]",0.3066253215,4
[CLS] laura went to visit her [MASK] april on the farm . [SEP],0.4690175802,5
[CLS] [MASK] becky use to be so calm . [SEP],0.5669822991,6
[CLS] [MASK] selma was always fair . [SEP],0.6977453828,7
"[CLS] unfortunately , old [MASK] margaret did n't have any children . [SEP]",0.7462039292,8
[CLS] her [MASK] and uncle had to take her in . [SEP],0.8192344606,9
[CLS] this year [MASK] marge gave everyone pajamas instead . [SEP],0.9984250069,10
[CLS] chad lived in [MASK] all of his life . [SEP],0.0479111318,1
[CLS] george was in [MASK] for vacation . [SEP],0.1095681041,2
[CLS] she decided to take the move to [MASK] . [SEP],0.2826638855,3
[CLS] she thought about going to [MASK] . [SEP],0.3880740553,4
[CLS] larry 's buddy invited him to visit [MASK] . [SEP],0.4097838849,5
"[CLS] neil was leaving sydney , [MASK] . [SEP]",0.5456959158,6
"[CLS] neil bicycled into the city of perth , [MASK] . [SEP]",0.6964509785,7
[CLS] neil took a speedboat from the tip of [MASK] north . [SEP],0.7919845879,8
"[CLS] lisa decided that the sydney , [MASK] program was the most enticing . [SEP]",0.8373148441,9
"[CLS] neil was visiting sydney , [MASK] . [SEP]",0.9885877371,10
[CLS] then she called the [MASK] club to help her . [SEP],0.0967617389,1
[CLS] charles knew the [MASK] warranty industry was not for him . [SEP],0.1621774808,2
[CLS] he worked in an [MASK] factory . [SEP],0.2444444746,3
[CLS] greg did n't like working in the [MASK] warranty industry . [SEP],0.3564421535,4
[CLS] brock now has the best [MASK] repair business in town . [SEP],0.4210781604,5
[CLS] dan took his daughter 's car to the [MASK] repair shop . [SEP],0.5834957957,6
[CLS] she bought wipes at the [MASK] parts store to clean it up . [SEP],0.6157436371,7
[CLS] i also bought some audio software so i could [MASK] - tune myself . [SEP],0.7510356605,8
[CLS] i became surprised since most of the sound came from [MASK] - tune . [SEP],0.8734408617,9
