category,constraint,target,related,unrelated,context,related_context,unrelated_context
open_class,low,ambulance,emergency,introvert,[CLS] the [MASK] came for her . [SEP],[CLS] emergency. the [MASK] came for her . [SEP],[CLS] introvert. the [MASK] came for her . [SEP]
open_class,low,ambulance,rescue,cape,[CLS] the [MASK] came for her . [SEP],[CLS] rescue. the [MASK] came for her . [SEP],[CLS] cape. the [MASK] came for her . [SEP]
open_class,high,america,usa,tube,[CLS] [MASK] 's intervention in iraq and afghanistan only made things worse . [SEP],[CLS] usa. [MASK] 's intervention in iraq and afghanistan only made things worse . [SEP],[CLS] tube. [MASK] 's intervention in iraq and afghanistan only made things worse . [SEP]
open_class,high,america,eagle,ice,[CLS] [MASK] 's intervention in iraq and afghanistan only made things worse . [SEP],[CLS] eagle. [MASK] 's intervention in iraq and afghanistan only made things worse . [SEP],[CLS] ice. [MASK] 's intervention in iraq and afghanistan only made things worse . [SEP]
open_class,low,america,usa,tube,[CLS] she recently gave birth to a baby girl in [MASK] . [SEP],[CLS] usa. she recently gave birth to a baby girl in [MASK] . [SEP],[CLS] tube. she recently gave birth to a baby girl in [MASK] . [SEP]
open_class,low,america,eagle,ice,[CLS] she recently gave birth to a baby girl in [MASK] . [SEP],[CLS] eagle. she recently gave birth to a baby girl in [MASK] . [SEP],[CLS] ice. she recently gave birth to a baby girl in [MASK] . [SEP]
open_class,high,american,flag,cobbler,"[CLS] lou and his family lived in the [MASK] south , and proudly ! [SEP]","[CLS] flag. lou and his family lived in the [MASK] south , and proudly ! [SEP]","[CLS] cobbler. lou and his family lived in the [MASK] south , and proudly ! [SEP]"
open_class,high,american,revolution,flush,"[CLS] lou and his family lived in the [MASK] south , and proudly ! [SEP]","[CLS] revolution. lou and his family lived in the [MASK] south , and proudly ! [SEP]","[CLS] flush. lou and his family lived in the [MASK] south , and proudly ! [SEP]"
open_class,low,american,flag,cobbler,[CLS] victor thought that all foreigners were un - [MASK] . [SEP],[CLS] flag. victor thought that all foreigners were un - [MASK] . [SEP],[CLS] cobbler. victor thought that all foreigners were un - [MASK] . [SEP]
open_class,low,american,revolution,flush,[CLS] victor thought that all foreigners were un - [MASK] . [SEP],[CLS] revolution. victor thought that all foreigners were un - [MASK] . [SEP],[CLS] flush. victor thought that all foreigners were un - [MASK] . [SEP]
open_class,low,amount,quantity,united,"[CLS] last month , she came up with only half her rent [MASK] . [SEP]","[CLS] quantity. last month , she came up with only half her rent [MASK] . [SEP]","[CLS] united. last month , she came up with only half her rent [MASK] . [SEP]"
open_class,low,amount,price,decide,"[CLS] last month , she came up with only half her rent [MASK] . [SEP]","[CLS] price. last month , she came up with only half her rent [MASK] . [SEP]","[CLS] decide. last month , she came up with only half her rent [MASK] . [SEP]"
open_class,high,amount,quantity,united,[CLS] she doubled the [MASK] of pictures she takes . [SEP],[CLS] quantity. she doubled the [MASK] of pictures she takes . [SEP],[CLS] united. she doubled the [MASK] of pictures she takes . [SEP]
open_class,high,amount,price,decide,[CLS] she doubled the [MASK] of pictures she takes . [SEP],[CLS] price. she doubled the [MASK] of pictures she takes . [SEP],[CLS] decide. she doubled the [MASK] of pictures she takes . [SEP]
open_class,low,angel,saint,hike,[CLS] my little brother was practically an [MASK] until after christmas . [SEP],[CLS] saint. my little brother was practically an [MASK] until after christmas . [SEP],[CLS] hike. my little brother was practically an [MASK] until after christmas . [SEP]
open_class,low,angel,harp,cliff,[CLS] my little brother was practically an [MASK] until after christmas . [SEP],[CLS] harp. my little brother was practically an [MASK] until after christmas . [SEP],[CLS] cliff. my little brother was practically an [MASK] until after christmas . [SEP]
open_class,high,angel,saint,hike,[CLS] she also sings like an [MASK] . [SEP],[CLS] saint. she also sings like an [MASK] . [SEP],[CLS] hike. she also sings like an [MASK] . [SEP]
open_class,high,angel,harp,cliff,[CLS] she also sings like an [MASK] . [SEP],[CLS] harp. she also sings like an [MASK] . [SEP],[CLS] cliff. she also sings like an [MASK] . [SEP]
open_class,low,anger,fury,standard,[CLS] his [MASK] was something he could not control . [SEP],[CLS] fury. his [MASK] was something he could not control . [SEP],[CLS] standard. his [MASK] was something he could not control . [SEP]
open_class,low,anger,vent,exchange,[CLS] his [MASK] was something he could not control . [SEP],[CLS] vent. his [MASK] was something he could not control . [SEP],[CLS] exchange. his [MASK] was something he could not control . [SEP]
open_class,high,anger,fury,standard,[CLS] pat slammed the door shut in [MASK] . [SEP],[CLS] fury. pat slammed the door shut in [MASK] . [SEP],[CLS] standard. pat slammed the door shut in [MASK] . [SEP]
open_class,high,anger,vent,exchange,[CLS] pat slammed the door shut in [MASK] . [SEP],[CLS] vent. pat slammed the door shut in [MASK] . [SEP],[CLS] exchange. pat slammed the door shut in [MASK] . [SEP]
open_class,low,angry,mad,time,[CLS] i was only ten but was [MASK] at the kids . [SEP],[CLS] mad. i was only ten but was [MASK] at the kids . [SEP],[CLS] time. i was only ten but was [MASK] at the kids . [SEP]
open_class,low,angry,irritate,torture,[CLS] i was only ten but was [MASK] at the kids . [SEP],[CLS] irritate. i was only ten but was [MASK] at the kids . [SEP],[CLS] torture. i was only ten but was [MASK] at the kids . [SEP]
open_class,high,angry,mad,time,[CLS] his wife got [MASK] . [SEP],[CLS] mad. his wife got [MASK] . [SEP],[CLS] time. his wife got [MASK] . [SEP]
open_class,high,angry,irritate,torture,[CLS] his wife got [MASK] . [SEP],[CLS] irritate. his wife got [MASK] . [SEP],[CLS] torture. his wife got [MASK] . [SEP]
open_class,high,animal,beast,thesaurus,[CLS] to impress her i tried to win her a stuffed [MASK] . [SEP],[CLS] beast. to impress her i tried to win her a stuffed [MASK] . [SEP],[CLS] thesaurus. to impress her i tried to win her a stuffed [MASK] . [SEP]
open_class,high,animal,jungle,deposit,[CLS] to impress her i tried to win her a stuffed [MASK] . [SEP],[CLS] jungle. to impress her i tried to win her a stuffed [MASK] . [SEP],[CLS] deposit. to impress her i tried to win her a stuffed [MASK] . [SEP]
open_class,low,animal,beast,thesaurus,[CLS] she was raised with always having at least one [MASK] in her home . [SEP],[CLS] beast. she was raised with always having at least one [MASK] in her home . [SEP],[CLS] thesaurus. she was raised with always having at least one [MASK] in her home . [SEP]
open_class,low,animal,jungle,deposit,[CLS] she was raised with always having at least one [MASK] in her home . [SEP],[CLS] jungle. she was raised with always having at least one [MASK] in her home . [SEP],[CLS] deposit. she was raised with always having at least one [MASK] in her home . [SEP]
open_class,low,ankle,sprain,shoulder,[CLS] he did n't land it right and hurt his [MASK] . [SEP],[CLS] sprain. he did n't land it right and hurt his [MASK] . [SEP],[CLS] shoulder. he did n't land it right and hurt his [MASK] . [SEP]
open_class,low,ankle,wrist,term,[CLS] he did n't land it right and hurt his [MASK] . [SEP],[CLS] wrist. he did n't land it right and hurt his [MASK] . [SEP],[CLS] term. he did n't land it right and hurt his [MASK] . [SEP]
open_class,high,ankle,sprain,shoulder,"[CLS] when he comes back , he 's limping from turning his [MASK] on a curb . [SEP]","[CLS] sprain. when he comes back , he 's limping from turning his [MASK] on a curb . [SEP]","[CLS] shoulder. when he comes back , he 's limping from turning his [MASK] on a curb . [SEP]"
open_class,high,ankle,wrist,term,"[CLS] when he comes back , he 's limping from turning his [MASK] on a curb . [SEP]","[CLS] wrist. when he comes back , he 's limping from turning his [MASK] on a curb . [SEP]","[CLS] term. when he comes back , he 's limping from turning his [MASK] on a curb . [SEP]"
open_class,low,annoying,irritating,drop,[CLS] it 's not that bad but still [MASK] . [SEP],[CLS] irritating. it 's not that bad but still [MASK] . [SEP],[CLS] drop. it 's not that bad but still [MASK] . [SEP]
open_class,low,annoying,pushy,boxer,[CLS] it 's not that bad but still [MASK] . [SEP],[CLS] pushy. it 's not that bad but still [MASK] . [SEP],[CLS] boxer. it 's not that bad but still [MASK] . [SEP]
open_class,high,annoying,irritating,drop,[CLS] the bubbles were so [MASK] to drink . [SEP],[CLS] irritating. the bubbles were so [MASK] to drink . [SEP],[CLS] drop. the bubbles were so [MASK] to drink . [SEP]
open_class,high,annoying,pushy,boxer,[CLS] the bubbles were so [MASK] to drink . [SEP],[CLS] pushy. the bubbles were so [MASK] to drink . [SEP],[CLS] boxer. the bubbles were so [MASK] to drink . [SEP]
open_class,high,answer,explanation,communist,[CLS] i did not [MASK] my cell phone when my family and friends called . [SEP],[CLS] explanation. i did not [MASK] my cell phone when my family and friends called . [SEP],[CLS] communist. i did not [MASK] my cell phone when my family and friends called . [SEP]
open_class,high,answer,conclude,bring,[CLS] i did not [MASK] my cell phone when my family and friends called . [SEP],[CLS] conclude. i did not [MASK] my cell phone when my family and friends called . [SEP],[CLS] bring. i did not [MASK] my cell phone when my family and friends called . [SEP]
open_class,low,answer,explanation,communist,[CLS] a road trip was the [MASK] for this . [SEP],[CLS] explanation. a road trip was the [MASK] for this . [SEP],[CLS] communist. a road trip was the [MASK] for this . [SEP]
open_class,low,answer,conclude,bring,[CLS] a road trip was the [MASK] for this . [SEP],[CLS] conclude. a road trip was the [MASK] for this . [SEP],[CLS] bring. a road trip was the [MASK] for this . [SEP]
open_class,high,ant,anteater,motionless,[CLS] she sprayed all of the ants with [MASK] spray . [SEP],[CLS] anteater. she sprayed all of the ants with [MASK] spray . [SEP],[CLS] motionless. she sprayed all of the ants with [MASK] spray . [SEP]
open_class,high,ant,insect,quotient,[CLS] she sprayed all of the ants with [MASK] spray . [SEP],[CLS] insect. she sprayed all of the ants with [MASK] spray . [SEP],[CLS] quotient. she sprayed all of the ants with [MASK] spray . [SEP]
open_class,low,ant,anteater,motionless,[CLS] the boy ran back to the [MASK] . [SEP],[CLS] anteater. the boy ran back to the [MASK] . [SEP],[CLS] motionless. the boy ran back to the [MASK] . [SEP]
open_class,low,ant,insect,quotient,[CLS] the boy ran back to the [MASK] . [SEP],[CLS] insect. the boy ran back to the [MASK] . [SEP],[CLS] quotient. the boy ran back to the [MASK] . [SEP]
open_class,low,anxiety,stress,washcloth,"[CLS] during the presentation , i noticed that my [MASK] had vanished . [SEP]","[CLS] stress. during the presentation , i noticed that my [MASK] had vanished . [SEP]","[CLS] washcloth. during the presentation , i noticed that my [MASK] had vanished . [SEP]"
open_class,low,anxiety,frustration,cement,"[CLS] during the presentation , i noticed that my [MASK] had vanished . [SEP]","[CLS] frustration. during the presentation , i noticed that my [MASK] had vanished . [SEP]","[CLS] cement. during the presentation , i noticed that my [MASK] had vanished . [SEP]"
open_class,high,anxiety,stress,washcloth,[CLS] lilly had been struggling with [MASK] ever since we was 3 year 's old . [SEP],[CLS] stress. lilly had been struggling with [MASK] ever since we was 3 year 's old . [SEP],[CLS] washcloth. lilly had been struggling with [MASK] ever since we was 3 year 's old . [SEP]
open_class,high,anxiety,frustration,cement,[CLS] lilly had been struggling with [MASK] ever since we was 3 year 's old . [SEP],[CLS] frustration. lilly had been struggling with [MASK] ever since we was 3 year 's old . [SEP],[CLS] cement. lilly had been struggling with [MASK] ever since we was 3 year 's old . [SEP]
open_class_problems,high,apart,together,reef,[CLS] they spent the night [MASK] and got ready the next day . [SEP],[CLS] together. they spent the night [MASK] and got ready the next day . [SEP],[CLS] reef. they spent the night [MASK] and got ready the next day . [SEP]
open_class_problems,high,apart,spread,soda,[CLS] they spent the night [MASK] and got ready the next day . [SEP],[CLS] spread. they spent the night [MASK] and got ready the next day . [SEP],[CLS] soda. they spent the night [MASK] and got ready the next day . [SEP]
open_class,low,apart,together,reef,[CLS] she pulled [MASK] the drain but could n't find the ring . [SEP],[CLS] together. she pulled [MASK] the drain but could n't find the ring . [SEP],[CLS] reef. she pulled [MASK] the drain but could n't find the ring . [SEP]
open_class,low,apart,spread,soda,[CLS] she pulled [MASK] the drain but could n't find the ring . [SEP],[CLS] spread. she pulled [MASK] the drain but could n't find the ring . [SEP],[CLS] soda. she pulled [MASK] the drain but could n't find the ring . [SEP]
open_class,high,apartment,rent,component,[CLS] dan lived in a small [MASK] complex . [SEP],[CLS] rent. dan lived in a small [MASK] complex . [SEP],[CLS] component. dan lived in a small [MASK] complex . [SEP]
open_class,high,apartment,evict,mimic,[CLS] dan lived in a small [MASK] complex . [SEP],[CLS] evict. dan lived in a small [MASK] complex . [SEP],[CLS] mimic. dan lived in a small [MASK] complex . [SEP]
open_class,low,apartment,rent,component,[CLS] a man was locked out of his [MASK] when he left his keys inside . [SEP],[CLS] rent. a man was locked out of his [MASK] when he left his keys inside . [SEP],[CLS] component. a man was locked out of his [MASK] when he left his keys inside . [SEP]
open_class,low,apartment,evict,mimic,[CLS] a man was locked out of his [MASK] when he left his keys inside . [SEP],[CLS] evict. a man was locked out of his [MASK] when he left his keys inside . [SEP],[CLS] mimic. a man was locked out of his [MASK] when he left his keys inside . [SEP]
